3.0,0.0,1.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,7.454328709854963e-09,9.183923066480304e-10,5.6634519296494545e-09,0.9999817609786987,9.084860086439051e-10,1.808598972274922e-05,8.132324325060836e-08,1.0263523364528737e-08,1.4670353820633864e-09,3.3036288982213335e-11
8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,6.265615581924067e-08,2.073691803161637e-06,5.115550452856887e-13,3.686386699369715e-12,1.3524738546168234e-14,5.644494745736528e-14,1.639285929222467e-11,4.6810394915743764e-14,0.9999978542327881,7.240749666515e-11
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0001852122659329325,0.25922346115112305,6.365496574289864e-08,2.0997497074404237e-09,3.6962271021678816e-09,1.5535355224471914e-09,1.562267186727695e-07,1.4159496686261264e-08,0.7405556440353394,3.549359826138243e-05
0.0,38.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.9970487952232361,9.518187289359048e-05,3.251814632676542e-06,1.6100081268177746e-07,1.0220905372060329e-10,6.965324428342967e-10,1.9076582091770433e-08,1.210362587933389e-09,0.002813326893374324,3.915237175533548e-05
6.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,3.5700060529303412e-12,7.75896058513581e-09,5.634036881474458e-08,3.436150564084528e-08,2.940271359719304e-09,5.978094130831835e-10,1.0,3.5736032188982136e-12,6.06080352572036e-10,1.2463000076401443e-10
6.0,0.0,0.0,0.0,8.0,0.0,0.0,45.0,0.0,0.0,0.0,8.284076549736064e-13,1.7658164860878678e-11,5.700761640525798e-09,1.0055871513259262e-07,1.3868846071574126e-09,1.8995175196323544e-05,0.9999809265136719,2.787425568140378e-10,6.26329446206525e-13,3.280137619854351e-11
1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1903588276472874e-07,0.9993020296096802,6.348079182316724e-07,5.915015663049417e-06,1.2324805065411226e-10,3.081852355535375e-06,2.2084885031858903e-08,2.5433260475438146e-07,3.801308157136418e-09,0.0006878156564198434
6.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0003456998383626342,1.0433383295094245e-06,0.000464914133772254,2.6926916689262725e-05,2.101047130054212e-06,5.600281383522088e-06,0.9990664124488831,7.792468386469409e-05,1.3565598919740296e-06,7.964114956848789e-06
3.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,5.461869290179777e-10,1.2776778524070664e-09,1.5069202552453476e-09,0.9966071844100952,7.353829460043926e-06,0.003385375952348113,2.2815418443400404e-09,1.0571703512596287e-07,8.033275711305521e-10,3.256979685950512e-10
1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.760601050676996e-09,0.9998376369476318,4.145621901319174e-10,6.870591873209264e-10,9.537444618790136e-12,1.006253066981877e-10,8.048048982800537e-08,3.287609073865383e-11,1.4790302884648554e-06,0.0001607551093911752
